year,total_pop,state_name,city_name,crime,cases,avg_case,state_pop
1987,926139,Florida,Miami-Dade County,homicides,173,107.2,11886105
1987,607885,Wisconsin,Milwaukee,homicides,92,92,3039425
1987,359371,Minnesota,Minneapolis,homicides,38,38,1796855
1987,617920,Maryland,Montgomery County,homicides,17,73.75,13268525
1987,487097,Tennessee,Nashville,homicides,99,121,5734085
1987,1052414,New York,Nassau County,homicides,22,441.25,49272240
1987,549536,Louisiana,New Orleans,homicides,205,205,2747680
1987,7284319,New York,New York City,homicides,1672,441.25,49272240
1987,318402,New Jersey,Newark,homicides,81,81,1592010
1987,365983,California,Oakland,homicides,114,165,41863085
1987,441408,Oklahoma,Oklahoma City,homicides,48,41.5,4056845
1987,150250,Florida,Orlando,homicides,27,107.2,11886105
1987,1649364,Pennsylvania,Philadelphia,homicides,338,187.5,10191895
1987,933177,Arizona,Phoenix,homicides,111,47.666666666666664,7850755
1987,389015,Pennsylvania,Pittsburgh,homicides,37,187.5,10191895
1987,390845,Oregon,Portland,homicides,66,66,1954225
1987,589824,Maryland,Prince George's County,homicides,20,73.75,13268525
1987,182750,North Carolina,Raleigh,homicides,15,33.5,2696730
1987,331728,California,Sacramento,homicides,78,165,41863085
1987,159839,Utah,Salt Lake City,homicides,13,13,799195
1987,920215,Texas,San Antonio,homicides,174,148.14285714285714,26591670
1987,1040851,California,San Diego,homicides,96,165,41863085
1987,767933,California,San Francisco,homicides,103,165,41863085
1987,730079,California,San Jose,homicides,24,165,41863085
1987,494426,Washington,Seattle,homicides,54,54,2472130
1987,429414,Missouri,St. Louis,homicides,153,142,4368980
1987,1191928,New York,Suffolk County,homicides,36,441.25,49272240
1987,285856,Florida,Tampa,homicides,61,107.2,11886105
1987,374546,Arizona,Tucson,homicides,23,47.666666666666664,7850755
1987,369961,Oklahoma,Tulsa,homicides,35,41.5,4056845
1987,340158,Virginia,Virginia Beach,homicides,11,12.5,5152155
1987,290702,Kansas,Wichita,homicides,24,24,1453510
1988,378176,New Mexico,Albuquerque,homicides,49,49,1890880
1988,251712,Texas,Arlington,homicides,13,161.85714285714286,26662680
1988,444995,Georgia,Atlanta,homicides,217,217,2224975
1988,219404,Colorado,Aurora,homicides,15,42,3599795
1988,467423,Texas,Austin,homicides,43,161.85714285714286,26662680
1988,763880,Maryland,Baltimore,homicides,234,92,13736265
1988,692703,Maryland,Baltimore County,homicides,24,92,13736265
1988,579921,Massachusetts,Boston,homicides,93,93,2899605
1988,323714,New York,Buffalo,homicides,43,497.75,49569510
1988,370492,North Carolina,Charlotte-Mecklenburg,homicides,46,28.5,2794e3
1988,2994100,Illinois,Chicago,homicides,660,660,14970500
1988,377783,Ohio,Cincinnati,homicides,47,84.33333333333333,7553630
1988,544515,Ohio,Cleveland,homicides,137,84.33333333333333,7553630
1988,588428,Ohio,Columbus,homicides,69,84.33333333333333,7553630
1988,1017818,Texas,Dallas,homicides,366,161.85714285714286,26662680
1988,500555,Colorado,Denver,homicides,69,42,3599795
1988,1086714,Michigan,Detroit,homicides,629,629,5433570
1988,501544,Texas,El Paso,homicides,31,161.85714285714286,26662680
1988,714952,Virginia,Fairfax County,homicides,23,25,5352570
1988,432889,Texas,Fort Worth,homicides,97,161.85714285714286,26662680
1988,294695,California,Fresno,homicides,39,160.33333333333334,42471965
1988,838656,Hawaii,Honolulu,homicides,28,28,4193280
1988,1725421,Texas,Houston,homicides,440,161.85714285714286,26662680
1988,483187,Indiana,Indianapolis,homicides,79,79,2415935
1988,447461,Missouri,Kansas City,homicides,134,137,4363240
1988,510941,Nevada,Las Vegas,homicides,54,54,2554705
1988,413667,California,Long Beach,homicides,58,160.33333333333334,42471965
1988,3402342,California,Los Angeles,homicides,736,160.33333333333334,42471965
1988,1116009,California,Los Angeles County,homicides,157,160.33333333333334,42471965
1988,668935,Tennessee,Memphis,homicides,174,126.5,5858470
1988,267642,Arizona,Mesa,homicides,11,49.333333333333336,8012665
1988,389720,Florida,Miami,homicides,146,128.33333333333334,7413355
1988,937278,Florida,Miami-Dade County,homicides,211,128.33333333333334,7413355
1988,611140,Wisconsin,Milwaukee,homicides,81,81,3055700
1988,364745,Minnesota,Minneapolis,homicides,55,55,1823725
1988,691815,Maryland,Montgomery County,homicides,16,92,13736265
1988,502759,Tennessee,Nashville,homicides,79,126.5,5858470
1988,1048192,New York,Nassau County,homicides,21,497.75,49569510
1988,538047,Louisiana,New Orleans,homicides,228,228,2690235
1988,7346352,New York,New York City,homicides,1896,497.75,49569510
1988,319191,New Jersey,Newark,homicides,115,115,1595955
1988,367782,California,Oakland,homicides,112,160.33333333333334,42471965
1988,440136,Oklahoma,Oklahoma City,homicides,60,47.5,4068690
1988,155673,Florida,Orlando,homicides,28,128.33333333333334,7413355
1988,1657285,Pennsylvania,Philadelphia,homicides,374,196.5,10222375
1988,951717,Arizona,Phoenix,homicides,106,49.333333333333336,8012665
1988,387190,Pennsylvania,Pittsburgh,homicides,19,196.5,10222375
1988,387659,Oregon,Portland,homicides,45,45,1938295
1988,598855,Maryland,Prince George's County,homicides,94,92,13736265
1988,188308,North Carolina,Raleigh,homicides,11,28.5,2794e3
1988,340483,California,Sacramento,homicides,68,160.33333333333334,42471965
1988,162005,Utah,Salt Lake City,homicides,15,15,810025
1988,935729,Texas,San Antonio,homicides,143,161.85714285714286,26662680
1988,1073466,California,San Diego,homicides,144,160.33333333333334,42471965
1988,753927,California,San Francisco,homicides,92,160.33333333333334,42471965
1988,732022,California,San Jose,homicides,37,160.33333333333334,42471965
1988,505380,Washington,Seattle,homicides,56,56,2526900
1988,425187,Missouri,St. Louis,homicides,140,137,4363240
1988,1195644,New York,Suffolk County,homicides,31,497.75,49569510
1988,383174,Arizona,Tucson,homicides,31,49.333333333333336,8012665
1988,373602,Oklahoma,Tulsa,homicides,35,47.5,4068690
1988,355562,Virginia,Virginia Beach,homicides,27,25,5352570
1988,292733,Kansas,Wichita,homicides,15,15,1463665
1989,384801,New Mexico,Albuquerque,homicides,41,41,1924005
1989,259796,Texas,Arlington,homicides,11,167.71428571428572,26671505
1989,426482,Georgia,Atlanta,homicides,246,246,2132410
1989,219780,Colorado,Aurora,homicides,7,31,3571845
1989,468907,Texas,Austin,homicides,31,167.71428571428572,26671505
1989,763138,Maryland,Baltimore,homicides,262,108.75,13888980
1989,700068,Maryland,Baltimore County,homicides,34,108.75,13888980
1989,580095,Massachusetts,Boston,homicides,99,99,2900475
1989,314284,New York,Buffalo,homicides,37,499.25,49623260
1989,372612,North Carolina,Charlotte-Mecklenburg,homicides,73,44,2808720
1989,2988260,Illinois,Chicago,homicides,742,742,14941300
1989,372282,Ohio,Cincinnati,homicides,45,93,7342645
1989,523906,Ohio,Cleveland,homicides,144,93,7342645
1989,572341,Ohio,Columbus,homicides,90,93,7342645
1989,996320,Texas,Dallas,homicides,351,167.71428571428572,26671505
1989,494589,Colorado,Denver,homicides,55,31,3571845
1989,1039599,Michigan,Detroit,homicides,624,624,5197995
1989,515607,Texas,El Paso,homicides,41,167.71428571428572,26671505
1989,742741,Virginia,Fairfax County,homicides,28,22.5,5565285
1989,430481,Texas,Fort Worth,homicides,113,167.71428571428572,26671505
1989,315218,California,Fresno,homicides,42,176.11111111111111,42749855
1989,848959,Hawaii,Honolulu,homicides,43,43,4244795
1989,1713499,Texas,Houston,homicides,459,167.71428571428572,26671505
1989,484056,Indiana,Indianapolis,homicides,41,41,2420280
1989,654737,Florida,Jacksonville,homicides,165,115.2,12291940
1989,440435,Missouri,Kansas City,homicides,140,149,4227505
1989,536148,Nevada,Las Vegas,homicides,67,67,2680740
1989,426025,California,Long Beach,homicides,85,176.11111111111111,42749855
1989,3441449,California,Los Angeles,homicides,877,176.11111111111111,42749855
1989,1046235,California,Los Angeles County,homicides,176,176.11111111111111,42749855
1989,651081,Tennessee,Memphis,homicides,141,105,5762395
1989,285883,Arizona,Mesa,homicides,10,58.666666666666664,8105750
1989,381206,Florida,Miami,homicides,132,115.2,12291940
1989,972785,Florida,Miami-Dade County,homicides,203,115.2,12291940
1989,600898,Wisconsin,Milwaukee,homicides,112,112,3004490
1989,348384,Minnesota,Minneapolis,homicides,46,46,1741920
1989,705979,Maryland,Montgomery County,homicides,21,108.75,13888980
1989,501398,Tennessee,Nashville,homicides,69,105,5762395
1989,1046197,New York,Nassau County,homicides,26,499.25,49623260
1989,528589,Louisiana,New Orleans,homicides,251,251,2642945
1989,7369454,New York,New York City,homicides,1905,499.25,49623260
1989,313839,New Jersey,Newark,homicides,107,107,1569195
1989,366305,California,Oakland,homicides,129,176.11111111111111,42749855
1989,431982,Oklahoma,Oklahoma City,homicides,61,46.5,3991395
1989,160197,Florida,Orlando,homicides,19,115.2,12291940
1989,1652188,Pennsylvania,Philadelphia,homicides,475,253,10143e3
1989,941948,Arizona,Phoenix,homicides,126,58.666666666666664,8105750
1989,376412,Pennsylvania,Pittsburgh,homicides,31,253,10143e3
1989,425788,Oregon,Portland,homicides,38,38,2128940
1989,608611,Maryland,Prince George's County,homicides,118,108.75,13888980
1989,189132,North Carolina,Raleigh,homicides,15,44,2808720
1989,347172,California,Sacramento,homicides,44,176.11111111111111,42749855
1989,154304,Utah,Salt Lake City,homicides,18,18,771520
1989,949691,Texas,San Antonio,homicides,168,167.71428571428572,26671505
1989,1098639,California,San Diego,homicides,121,176.11111111111111,42749855
1989,750964,California,San Francisco,homicides,73,176.11111111111111,42749855
1989,757964,California,San Jose,homicides,38,176.11111111111111,42749855
1989,514398,Washington,Seattle,homicides,38,38,2571990
1989,405066,Missouri,St. Louis,homicides,158,149,4227505
1989,1194717,New York,Suffolk County,homicides,29,499.25,49623260
1989,289463,Florida,Tampa,homicides,57,115.2,12291940
1989,393319,Arizona,Tucson,homicides,40,58.666666666666664,8105750
1989,366297,Oklahoma,Tulsa,homicides,32,46.5,3991395
1989,370316,Virginia,Virginia Beach,homicides,17,22.5,5565285
1989,297391,Kansas,Wichita,homicides,29,29,1486955
1990,384736,New Mexico,Albuquerque,homicides,34,34,1923680
1990,261721,Texas,Arlington,homicides,8,205.85714285714286,26318335
1990,394017,Georgia,Atlanta,homicides,231,231,1970085
1990,222103,Colorado,Aurora,homicides,8,37.5,3448565
1990,465622,Texas,Austin,homicides,46,205.85714285714286,26318335
1990,736014,Maryland,Baltimore,homicides,305,117,13932970
1990,692134,Maryland,Baltimore County,homicides,34,117,13932970
1990,574283,Massachusetts,Boston,homicides,143,143,2871415
1990,328123,New York,Buffalo,homicides,37,583.75,49252910
1990,395934,North Carolina,Charlotte-Mecklenburg,homicides,93,58.5,3019425
1990,2783726,Illinois,Chicago,homicides,851,851,13918630
1990,364040,Ohio,Cincinnati,homicides,49,102,7512830
1990,505616,Ohio,Cleveland,homicides,168,102,7512830
1990,632910,Ohio,Columbus,homicides,89,102,7512830
1990,1006877,Texas,Dallas,homicides,447,205.85714285714286,26318335
1990,467610,Colorado,Denver,homicides,67,37.5,3448565
1990,1027974,Michigan,Detroit,homicides,582,582,5139870
1990,515342,Texas,El Paso,homicides,34,205.85714285714286,26318335
1990,787593,Virginia,Fairfax County,homicides,27,21.5,5903310
1990,447619,Texas,Fort Worth,homicides,130,205.85714285714286,26318335
1990,354202,California,Fresno,homicides,66,203.33333333333334,42990080
1990,836231,Hawaii,Honolulu,homicides,34,34,4181155
1990,1630553,Texas,Houston,homicides,568,205.85714285714286,26318335
1990,483549,Indiana,Indianapolis,homicides,58,58,2417745
1990,636680,Florida,Jacksonville,homicides,176,122,12384120
1990,434711,Missouri,Kansas City,homicides,121,149,4156980
1990,616243,Nevada,Las Vegas,homicides,79,79,3081215
1990,429433,California,Long Beach,homicides,106,203.33333333333334,42990080
1990,3485398,California,Los Angeles,homicides,983,203.33333333333334,42990080
1990,970620,California,Los Angeles County,homicides,215,203.33333333333334,42990080
1990,610337,Tennessee,Memphis,homicides,195,131,5549510
1990,288091,Arizona,Mesa,homicides,9,55.666666666666664,8384420
1990,358548,Florida,Miami,homicides,129,122,12384120
1990,1036888,Florida,Miami-Dade County,homicides,213,122,12384120
1990,628100,Wisconsin,Milwaukee,homicides,155,155,3140500
1990,368383,Minnesota,Minneapolis,homicides,55,55,1841915
1990,744830,Maryland,Montgomery County,homicides,23,117,13932970
1990,499565,Tennessee,Nashville,homicides,67,131,5549510
1990,1009921,New York,Nassau County,homicides,21,583.75,49252910
1990,496938,Louisiana,New Orleans,homicides,304,304,2484690
1990,7322564,New York,New York City,homicides,2245,583.75,49252910
1990,275221,New Jersey,Newark,homicides,112,112,1376105
1990,372242,California,Oakland,homicides,146,203.33333333333334,42990080
1990,444719,Oklahoma,Oklahoma City,homicides,68,62.5,4060105
1990,164693,Florida,Orlando,homicides,30,122,12384120
1990,1585577,Pennsylvania,Philadelphia,homicides,503,269,9777280
1990,983403,Arizona,Phoenix,homicides,128,55.666666666666664,8384420
1990,369879,Pennsylvania,Pittsburgh,homicides,35,269,9777280
1990,437319,Oregon,Portland,homicides,33,33,2186595
1990,613616,Maryland,Prince George's County,homicides,106,117,13932970
1990,207951,North Carolina,Raleigh,homicides,24,58.5,3019425
1990,369365,California,Sacramento,homicides,43,203.33333333333334,42990080
1990,159936,Utah,Salt Lake City,homicides,25,25,799680
1990,935933,Texas,San Antonio,homicides,208,205.85714285714286,26318335
1990,1110549,California,San Diego,homicides,135,203.33333333333334,42990080
1990,723959,California,San Francisco,homicides,101,203.33333333333334,42990080
1990,782248,California,San Jose,homicides,35,203.33333333333334,42990080
1990,516259,Washington,Seattle,homicides,53,53,2581295
1990,396685,Missouri,St. Louis,homicides,177,149,4156980
1990,1189974,New York,Suffolk County,homicides,32,583.75,49252910
1990,280015,Florida,Tampa,homicides,62,122,12384120
1990,405390,Arizona,Tucson,homicides,30,55.666666666666664,8384420
1990,367302,Oklahoma,Tulsa,homicides,57,62.5,4060105
1990,393069,Virginia,Virginia Beach,homicides,16,21.5,5903310
1990,304011,Kansas,Wichita,homicides,18,18,1520055
1991,393148,New Mexico,Albuquerque,homicides,51,51,1965740
1991,267306,Texas,Arlington,homicides,26,233.57142857142858,26881985
1991,403085,Georgia,Atlanta,homicides,205,205,2015425
1991,227670,Colorado,Aurora,homicides,11,49.5,3535690
1991,475558,Texas,Austin,homicides,49,233.57142857142858,26881985
1991,748099,Maryland,Baltimore,homicides,304,122.75,14155775
1991,703563,Maryland,Baltimore County,homicides,25,122.75,14155775
1991,572454,Massachusetts,Boston,homicides,113,113,2862270
1991,329353,New York,Buffalo,homicides,50,568,49437600
1991,402618,North Carolina,Charlotte-Mecklenburg,homicides,114,69.5,3069840
1991,2811478,Illinois,Chicago,homicides,925,925,14057390
1991,367123,Ohio,Cincinnati,homicides,54,122.33333333333333,7577770
1991,509898,Ohio,Cleveland,homicides,175,122.33333333333333,7577770
1991,638533,Ohio,Columbus,homicides,138,122.33333333333333,7577770
1991,1028362,Texas,Dallas,homicides,500,233.57142857142858,26881985
1991,479468,Colorado,Denver,homicides,88,49.5,3535690
1991,1036246,Michigan,Detroit,homicides,615,615,5181230
1991,526339,Texas,El Paso,homicides,49,233.57142857142858,26881985
1991,800147,Virginia,Fairfax County,homicides,20,23.5,5997405
1991,457171,Texas,Fort Worth,homicides,195,233.57142857142858,26881985
1991,361580,California,Fresno,homicides,52,214.33333333333334,43887135
1991,856432,Hawaii,Honolulu,homicides,29,29,4282160
1991,1665756,Texas,Houston,homicides,608,233.57142857142858,26881985
1991,489392,Indiana,Indianapolis,homicides,95,95,2446960
1991,653515,Florida,Jacksonville,homicides,119,93.8,12709435
1991,438188,Missouri,Kansas City,homicides,135,197.5,4190230
1991,656391,Nevada,Las Vegas,homicides,103,103,3281955
1991,438378,California,Long Beach,homicides,94,214.33333333333334,43887135
1991,3558316,California,Los Angeles,homicides,1027,214.33333333333334,43887135
1991,990838,California,Los Angeles County,homicides,226,214.33333333333334,43887135
1991,619981,Tennessee,Memphis,homicides,169,128.5,5636545
1991,294754,Arizona,Mesa,homicides,15,55.666666666666664,8527075
1991,367945,Florida,Miami,homicides,125,93.8,12709435
1991,1064064,Florida,Miami-Dade County,homicides,159,93.8,12709435
1991,636342,Wisconsin,Milwaukee,homicides,163,163,3181710
1991,373303,Minnesota,Minneapolis,homicides,64,64,1866515
1991,757060,Maryland,Montgomery County,homicides,22,122.75,14155775
1991,507328,Tennessee,Nashville,homicides,88,128.5,5636545
1991,1013708,New York,Nassau County,homicides,27,568,49437600
1991,500791,Louisiana,New Orleans,homicides,345,345,2503955
1991,7350023,New York,New York City,homicides,2154,568,49437600
1991,276510,New Jersey,Newark,homicides,88,88,1382550
1991,379995,California,Oakland,homicides,149,214.33333333333334,43887135
1991,449025,Oklahoma,Oklahoma City,homicides,56,49,4098800
1991,169009,Florida,Orlando,homicides,10,93.8,12709435
1991,1596699,Pennsylvania,Philadelphia,homicides,440,238,9845240
1991,995895,Arizona,Phoenix,homicides,128,55.666666666666664,8527075
1991,372349,Pennsylvania,Pittsburgh,homicides,36,238,9845240
1991,449671,Oregon,Portland,homicides,53,53,2248355
1991,622433,Maryland,Prince George's County,homicides,140,122.75,14155775
1991,211350,North Carolina,Raleigh,homicides,25,69.5,3069840
1991,377058,California,Sacramento,homicides,66,214.33333333333334,43887135
1991,164313,Utah,Salt Lake City,homicides,14,14,821565
1991,955905,Texas,San Antonio,homicides,208,233.57142857142858,26881985
1991,1133681,California,San Diego,homicides,167,214.33333333333334,43887135
1991,739039,California,San Francisco,homicides,95,214.33333333333334,43887135
1991,798542,California,San Jose,homicides,53,214.33333333333334,43887135
1991,532418,Washington,Seattle,homicides,43,43,2662090
1991,399858,Missouri,St. Louis,homicides,260,197.5,4190230
1991,1194436,New York,Suffolk County,homicides,41,568,49437600
1991,287354,Florida,Tampa,homicides,56,93.8,12709435
1991,414766,Arizona,Tucson,homicides,24,55.666666666666664,8527075
1991,370735,Oklahoma,Tulsa,homicides,42,49,4098800
1991,399334,Virginia,Virginia Beach,homicides,27,23.5,5997405
1991,306339,Kansas,Wichita,homicides,24,24,1531695
1992,401529,New Mexico,Albuquerque,homicides,42,42,2007645
1992,272037,Texas,Arlington,homicides,16,188.71428571428572,27357770
1992,410876,Georgia,Atlanta,homicides,198,198,2054380
1992,233939,Colorado,Aurora,homicides,16,55.5,3633055
1992,483975,Texas,Austin,homicides,37,188.71428571428572,27357770
1992,755517,Maryland,Baltimore,homicides,335,131.25,14302115
1992,710514,Maryland,Baltimore County,homicides,43,131.25,14302115
1992,572822,Massachusetts,Boston,homicides,73,73,2864110
1992,330466,New York,Buffalo,homicides,76,534.5,49605850
1992,408951,North Carolina,Charlotte-Mecklenburg,homicides,99,59,3118125
1992,2832901,Illinois,Chicago,homicides,960,960,14164505
1992,369707,Ohio,Cincinnati,homicides,49,106.33333333333333,7631110
1992,513487,Ohio,Cleveland,homicides,157,106.33333333333333,7631110
1992,643028,Ohio,Columbus,homicides,113,106.33333333333333,7631110
1992,1046562,Texas,Dallas,homicides,387,188.71428571428572,27357770
1992,492672,Colorado,Denver,homicides,95,55.5,3633055
1992,1044128,Michigan,Detroit,homicides,595,595,5220640
1992,535655,Texas,El Paso,homicides,44,188.71428571428572,27357770
1992,811733,Virginia,Fairfax County,homicides,18,20.5,6084245
1992,465262,Texas,Fort Worth,homicides,153,188.71428571428572,27357770
1992,367376,California,Fresno,homicides,81,224.77777777777777,44170810
1992,875297,Hawaii,Honolulu,homicides,31,31,4376485
1992,1695239,Texas,Houston,homicides,465,188.71428571428572,27357770
1992,493928,Indiana,Indianapolis,homicides,88,88,2469640
1992,663899,Florida,Jacksonville,homicides,123,95,12911375
1992,441162,Missouri,Kansas City,homicides,150,190.5,4218675
1992,678385,Nevada,Las Vegas,homicides,99,99,3391925
1992,445405,California,Long Beach,homicides,104,224.77777777777777,44170810
1992,3615355,California,Los Angeles,homicides,1094,224.77777777777777,44170810
1992,922758,California,Los Angeles County,homicides,228,224.77777777777777,44170810
1992,628865,Tennessee,Memphis,homicides,176,133,5718180
1992,301200,Arizona,Mesa,homicides,9,62.333333333333336,8624680
1992,373791,Florida,Miami,homicides,128,95,12911375
1992,1080971,Florida,Miami-Dade County,homicides,162,95,12911375
1992,643017,Wisconsin,Milwaukee,homicides,146,146,3215085
1992,377345,Minnesota,Minneapolis,homicides,60,60,1886725
1992,764539,Maryland,Montgomery County,homicides,21,131.25,14302115
1992,514771,Tennessee,Nashville,homicides,90,133,5718180
1992,1017134,New York,Nassau County,homicides,18,534.5,49605850
1992,505008,Louisiana,New Orleans,homicides,279,279,2525040
1992,7375097,New York,New York City,homicides,1995,534.5,49605850
1992,277544,New Jersey,Newark,homicides,87,87,1387720
1992,386086,California,Oakland,homicides,165,224.77777777777777,44170810
1992,454255,Oklahoma,Oklahoma City,homicides,61,47,4146540
1992,171694,Florida,Orlando,homicides,13,95,12911375
1992,1603638,Pennsylvania,Philadelphia,homicides,425,234.5,9887400
1992,999900,Arizona,Phoenix,homicides,136,62.333333333333336,8624680
1992,373842,Pennsylvania,Pittsburgh,homicides,44,234.5,9887400
1992,458132,Oregon,Portland,homicides,46,46,2290660
1992,629853,Maryland,Prince George's County,homicides,126,131.25,14302115
1992,214674,North Carolina,Raleigh,homicides,19,59,3118125
1992,383102,California,Sacramento,homicides,45,224.77777777777777,44170810
1992,168304,Utah,Salt Lake City,homicides,14,14,841520
1992,972824,Texas,San Antonio,homicides,219,188.71428571428572,27357770
1992,1151853,California,San Diego,homicides,146,224.77777777777777,44170810
1992,750885,California,San Francisco,homicides,117,224.77777777777777,44170810
1992,811342,California,San Jose,homicides,43,224.77777777777777,44170810
1992,544940,Washington,Seattle,homicides,60,60,2724700
1992,402573,Missouri,St. Louis,homicides,231,190.5,4218675
1992,1198473,New York,Suffolk County,homicides,49,534.5,49605850
1992,291920,Florida,Tampa,homicides,49,95,12911375
1992,423836,Arizona,Tucson,homicides,42,62.333333333333336,8624680
1992,375053,Oklahoma,Tulsa,homicides,33,47,4146540
1992,405116,Virginia,Virginia Beach,homicides,23,20.5,6084245
1992,309955,Kansas,Wichita,homicides,29,29,1549775
1993,407286,New Mexico,Albuquerque,homicides,50,50,2036430
1993,281336,Texas,Arlington,homicides,7,172.42857142857142,27768220
1993,402877,Georgia,Atlanta,homicides,203,203,2014385
1993,246610,Colorado,Aurora,homicides,19,46.5,3725060
1993,502018,Texas,Austin,homicides,37,172.42857142857142,27768220
1993,732968,Maryland,Baltimore,homicides,353,137.75,14264535
1993,712020,Maryland,Baltimore County,homicides,36,137.75,14264535
1993,553870,Massachusetts,Boston,homicides,98,98,2769350
1993,324855,New York,Buffalo,homicides,76,521,49557445
1993,422862,North Carolina,Charlotte-Mecklenburg,homicides,122,74.5,3234595
1993,2788996,Illinois,Chicago,homicides,862,862,13944980
1993,366591,Ohio,Cincinnati,homicides,39,103.66666666666667,7596270
1993,505730,Ohio,Cleveland,homicides,167,103.66666666666667,7596270
1993,646933,Ohio,Columbus,homicides,105,103.66666666666667,7596270
1993,1042619,Texas,Dallas,homicides,317,172.42857142857142,27768220
1993,498402,Colorado,Denver,homicides,74,46.5,3725060
1993,1020062,Michigan,Detroit,homicides,579,579,5100310
1993,554515,Texas,El Paso,homicides,47,172.42857142857142,27768220
1993,836460,Virginia,Fairfax County,homicides,17,19.5,6299235
1993,463373,Texas,Fort Worth,homicides,133,172.42857142857142,27768220
1993,379977,California,Fresno,homicides,87,228.88888888888889,43829835
1993,875455,Hawaii,Honolulu,homicides,31,31,4377275
1993,1724327,Texas,Houston,homicides,446,172.42857142857142,27768220
1993,377723,Indiana,Indianapolis,homicides,68,68,1888615
1993,672310,Florida,Jacksonville,homicides,125,98.6,13069575
1993,435428,Missouri,Kansas City,homicides,153,210,4112405
1993,717441,Nevada,Las Vegas,homicides,91,91,3587205
1993,443259,California,Long Beach,homicides,126,228.88888888888889,43829835
1993,3525317,California,Los Angeles,homicides,1076,228.88888888888889,43829835
1993,947137,California,Los Angeles County,homicides,229,228.88888888888889,43829835
1993,618981,Tennessee,Memphis,homicides,198,142.5,5663145
1993,304695,Arizona,Mesa,homicides,6,69.33333333333333,8852040
1993,372519,Florida,Miami,homicides,127,98.6,13069575
1993,1103461,Florida,Miami-Dade County,homicides,183,98.6,13069575
1993,623114,Wisconsin,Milwaukee,homicides,157,157,3115570
1993,366642,Minnesota,Minneapolis,homicides,58,58,1833210
1993,775718,Maryland,Montgomery County,homicides,29,137.75,14264535
1993,513648,Tennessee,Nashville,homicides,87,142.5,5663145
1993,1028280,New York,Nassau County,homicides,18,521,49557445
1993,491619,Louisiana,New Orleans,homicides,395,395,2458095
1993,7347257,New York,New York City,homicides,1946,521,49557445
1993,269892,New Jersey,Newark,homicides,96,96,1349460
1993,377037,California,Oakland,homicides,154,228.88888888888889,43829835
1993,457448,Oklahoma,Oklahoma City,homicides,80,67,4178990
1993,176748,Florida,Orlando,homicides,15,98.6,13069575
1993,1559534,Pennsylvania,Philadelphia,homicides,439,259.5,9640035
1993,1039369,Arizona,Phoenix,homicides,158,69.33333333333333,8852040
1993,368473,Pennsylvania,Pittsburgh,homicides,80,259.5,9640035
1993,454889,Oregon,Portland,homicides,58,58,2274445
1993,632201,Maryland,Prince George's County,homicides,133,137.75,14264535
1993,224057,North Carolina,Raleigh,homicides,27,74.5,3234595
1993,386732,California,Sacramento,homicides,85,228.88888888888889,43829835
1993,170380,Utah,Salt Lake City,homicides,19,19,851900
1993,985456,Texas,San Antonio,homicides,220,172.42857142857142,27768220
1993,1160603,California,San Diego,homicides,133,228.88888888888889,43829835
1993,736377,California,San Francisco,homicides,129,228.88888888888889,43829835
1993,809528,California,San Jose,homicides,41,228.88888888888889,43829835
1993,531274,Washington,Seattle,homicides,67,67,2656370
1993,387053,Missouri,St. Louis,homicides,267,210,4112405
1993,1211097,New York,Suffolk County,homicides,44,521,49557445
1993,288877,Florida,Tampa,homicides,43,98.6,13069575
1993,426344,Arizona,Tucson,homicides,44,69.33333333333333,8852040
1993,378350,Oklahoma,Tulsa,homicides,54,67,4178990
1993,423387,Virginia,Virginia Beach,homicides,22,19.5,6299235
1993,313597,Kansas,Wichita,homicides,48,48,1567985
1994,416917,New Mexico,Albuquerque,homicides,45,45,2084585
1994,286748,Texas,Arlington,homicides,18,156.42857142857142,28282440
1994,411204,Georgia,Atlanta,homicides,191,191,2056020
1994,252833,Colorado,Aurora,homicides,15,48,3819590
1994,511676,Texas,Austin,homicides,37,156.42857142857142,28282440
1994,739180,Maryland,Baltimore,homicides,321,125.25,14378845
1994,717879,Maryland,Baltimore County,homicides,31,125.25,14378845
1994,556724,Massachusetts,Boston,homicides,85,85,2783620
1994,324354,New York,Buffalo,homicides,90,425.25,49482525
1994,527121,North Carolina,Charlotte-Mecklenburg,homicides,87,58.5,3776055
1994,2802494,Illinois,Chicago,homicides,938,938,14012470
1994,366953,Ohio,Cincinnati,homicides,38,90,7605215
1994,506230,Ohio,Cleveland,homicides,132,90,7605215
1994,647860,Ohio,Columbus,homicides,100,90,7605215
1994,1062677,Texas,Dallas,homicides,295,156.42857142857142,28282440
1994,511085,Colorado,Denver,homicides,81,48,3819590
1994,1022283,Michigan,Detroit,homicides,541,541,5111415
1994,565183,Texas,El Paso,homicides,44,156.42857142857142,28282440
1994,844322,Virginia,Fairfax County,homicides,19,26,6358965
1994,472288,Texas,Fort Worth,homicides,132,156.42857142857142,28282440
1994,382655,California,Fresno,homicides,84,184.11111111111111,44139870
1994,880687,Hawaii,Honolulu,homicides,35,35,4403435
1994,1758016,Texas,Houston,homicides,375,156.42857142857142,28282440
1994,380302,Indiana,Indianapolis,homicides,108,108,1901510
1994,685776,Florida,Jacksonville,homicides,106,92.6,13332275
1994,439089,Missouri,Kansas City,homicides,142,195,4147630
1994,752577,Nevada,Las Vegas,homicides,105,105,3762885
