year,total_pop,state_name,city_name,crime,cases,avg_case,state_pop
1984,289355,Florida,Tampa,robbery,1843,3008.6,11481575
1984,372146,Arizona,Tucson,robbery,809,1014,7118560
1984,385394,Oklahoma,Tulsa,robbery,904,1253.5,4123215
1984,290678,Virginia,Virginia Beach,robbery,235,339.5,4584060
1984,291555,Kansas,Wichita,robbery,451,451,1457775
1985,357051,New Mexico,Albuquerque,robbery,1247,1247,1785255
1985,218931,Texas,Arlington,robbery,299,3330.1428571428573,25657195
1985,436214,Georgia,Atlanta,robbery,4792,4792,2181070
1985,198033,Colorado,Aurora,robbery,434,1175.5,3555405
1985,406469,Texas,Austin,robbery,1076,3330.1428571428573,25657195
1985,771097,Maryland,Baltimore,robbery,7771,2934.5,12995995
1985,679708,Maryland,Baltimore County,robbery,1081,2934.5,12995995
1985,573131,Massachusetts,Boston,robbery,6232,6232,2865655
1985,339890,New York,Buffalo,robbery,1390,20775.75,48926005
1985,335690,North Carolina,Charlotte-Mecklenburg,robbery,1121,714,2537520
1985,2998841,Illinois,Chicago,robbery,26892,26892,14994205
1985,370198,Ohio,Cincinnati,robbery,1242,2295,7410030
1985,546126,Ohio,Cleveland,robbery,3499,2295,7410030
1985,565682,Ohio,Columbus,robbery,2144,2295,7410030
1985,997467,Texas,Dallas,robbery,6051,3330.1428571428573,25657195
1985,513048,Colorado,Denver,robbery,1917,1175.5,3555405
1985,1090581,Michigan,Detroit,robbery,16769,16769,5452905
1985,474870,Texas,El Paso,robbery,993,3330.1428571428573,25657195
1985,651037,Virginia,Fairfax County,robbery,511,358,4818105
1985,424449,Texas,Fort Worth,robbery,2620,3330.1428571428573,25657195
1985,275125,California,Fresno,robbery,1233,5578.555555555556,40143570
1985,817083,Hawaii,Honolulu,robbery,965,965,4085415
1985,1746375,Texas,Houston,robbery,9589,3330.1428571428573,25657195
1985,471656,Indiana,Indianapolis,robbery,1795,1795,2358280
1985,601007,Florida,Jacksonville,robbery,2693,3324.8,11369320
1985,444942,Missouri,Kansas City,robbery,2646,2891,4380255
1985,456749,Nevada,Las Vegas,robbery,1755,1755,2283745
1985,389728,California,Long Beach,robbery,2405,5578.555555555556,40143570
1985,3186459,California,Los Angeles,robbery,27938,5578.555555555556,40143570
1985,1074561,California,Los Angeles County,robbery,3822,5578.555555555556,40143570
1985,654626,Tennessee,Memphis,robbery,5016,3302,5679560
1985,202450,Arizona,Mesa,robbery,156,1210.6666666666667,7373345
1985,385892,Florida,Miami,robbery,5768,3324.8,11369320
1985,859660,Florida,Miami-Dade County,robbery,4604,3324.8,11369320
1985,621931,Wisconsin,Milwaukee,robbery,2086,2086,3109655
1985,361021,Minnesota,Minneapolis,robbery,2326,2326,1805105
1985,573982,Maryland,Montgomery County,robbery,675,2934.5,12995995
1985,481286,Tennessee,Nashville,robbery,1588,3302,5679560
1985,1067327,New York,Nassau County,robbery,1000,20775.75,48926005
1985,561364,Louisiana,New Orleans,robbery,4142,4142,2806820
1985,7183984,New York,New York City,robbery,79532,20775.75,48926005
1985,316356,New Jersey,Newark,robbery,5320,5320,1581780
1985,362095,California,Oakland,robbery,3316,5578.555555555556,40143570
1985,443575,Oklahoma,Oklahoma City,robbery,1585,1190.5,4092250
1985,142025,Florida,Orlando,robbery,902,3324.8,11369320
1985,1640102,Pennsylvania,Philadelphia,robbery,9381,6198.5,10205355
1985,890746,Arizona,Phoenix,robbery,2425,1210.6666666666667,7373345
1985,400969,Pennsylvania,Pittsburgh,robbery,3016,6198.5,10205355
1985,367571,Oregon,Portland,robbery,3508,3508,1837855
1985,574412,Maryland,Prince George's County,robbery,2211,2934.5,12995995
1985,171814,North Carolina,Raleigh,robbery,307,714,2537520
1985,312944,California,Sacramento,robbery,2083,5578.555555555556,40143570
1985,164216,Utah,Salt Lake City,robbery,446,446,821080
1985,862878,Texas,San Antonio,robbery,2683,3330.1428571428573,25657195
1985,988284,California,San Diego,robbery,3062,5578.555555555556,40143570
1985,733456,California,San Francisco,robbery,5111,5578.555555555556,40143570
1985,706062,California,San Jose,robbery,1237,5578.555555555556,40143570
1985,495190,Washington,Seattle,robbery,2843,2843,2475950
1985,431109,Missouri,St. Louis,robbery,3136,2891,4380255
1985,1194e3,New York,Suffolk County,robbery,1181,20775.75,48926005
1985,285280,Florida,Tampa,robbery,2657,3324.8,11369320
1985,381473,Arizona,Tucson,robbery,1051,1210.6666666666667,7373345
1985,374875,Oklahoma,Tulsa,robbery,796,1190.5,4092250
1985,312584,Virginia,Virginia Beach,robbery,205,358,4818105
1985,284915,Kansas,Wichita,robbery,699,699,1424575
1986,364196,New Mexico,Albuquerque,robbery,1248,1248,1820980
1986,223106,Texas,Arlington,robbery,518,4218.714285714285,26146450
1986,445617,Georgia,Atlanta,robbery,5428,5428,2228085
1986,200189,Colorado,Aurora,robbery,580,1339.5,3594070
1986,414220,Texas,Austin,robbery,1124,4218.714285714285,26146450
1986,783542,Maryland,Baltimore,robbery,7989,3034.25,13228845
1986,690668,Maryland,Baltimore County,robbery,1384,3034.25,13228845
1986,574107,Massachusetts,Boston,robbery,6225,6225,2870535
1986,339685,New York,Buffalo,robbery,1533,21138.5,48870505
1986,339767,North Carolina,Charlotte-Mecklenburg,robbery,1454,896.5,2568340
1986,3003105,Illinois,Chicago,robbery,30918,30918,15015525
1986,370482,Ohio,Cincinnati,robbery,1216,2389.6666666666665,7415705
1986,546544,Ohio,Cleveland,robbery,3698,2389.6666666666665,7415705
1986,566115,Ohio,Columbus,robbery,2255,2389.6666666666665,7415705
1986,1016488,Texas,Dallas,robbery,9289,4218.714285714285,26146450
1986,518625,Colorado,Denver,robbery,2099,1339.5,3594070
1986,1096947,Michigan,Detroit,robbery,16421,16421,5484735
1986,483925,Texas,El Paso,robbery,1039,4218.714285714285,26146450
1986,658583,Virginia,Fairfax County,robbery,495,415.5,4877710
1986,432542,Texas,Fort Worth,robbery,3373,4218.714285714285,26146450
1986,281554,California,Fresno,robbery,1316,5957.222222222223,40888505
1986,823306,Hawaii,Honolulu,robbery,1052,1052,4116530
1986,1779677,Texas,Houston,robbery,10926,4218.714285714285,26146450
1986,470591,Indiana,Indianapolis,robbery,1571,1571,2352955
1986,616668,Florida,Jacksonville,robbery,2985,3858.2,11768690
1986,448237,Missouri,Kansas City,robbery,3442,3384,4412675
1986,463158,Nevada,Las Vegas,robbery,1933,1933,2315790
1986,398983,California,Long Beach,robbery,2774,5957.222222222223,40888505
1986,3260856,California,Los Angeles,robbery,29930,5957.222222222223,40888505
1986,1061016,California,Los Angeles County,robbery,3398,5957.222222222223,40888505
1986,660255,Tennessee,Memphis,robbery,5819,3886,5655805
1986,210702,Arizona,Mesa,robbery,239,1417.6666666666667,7673900
1986,396374,Florida,Miami,robbery,5767,3858.2,11768690
1986,901784,Florida,Miami-Dade County,robbery,5798,3858.2,11768690
1986,623278,Wisconsin,Milwaukee,robbery,2207,2207,3116390
1986,362845,Minnesota,Minneapolis,robbery,2801,2801,1814225
1986,583337,Maryland,Montgomery County,robbery,648,3034.25,13228845
1986,470906,Tennessee,Nashville,robbery,1953,3886,5655805
1986,1063822,New York,Nassau County,robbery,1006,21138.5,48870505
1986,563927,Louisiana,New Orleans,robbery,5165,5165,2819635
1986,7179609,New York,New York City,robbery,80827,21138.5,48870505
1986,318801,New Jersey,Newark,robbery,5464,5464,1594005
1986,370556,California,Oakland,robbery,3787,5957.222222222223,40888505
1986,444119,Oklahoma,Oklahoma City,robbery,1484,1171,4097270
1986,145882,Florida,Orlando,robbery,1229,3858.2,11768690
1986,1645144,Pennsylvania,Philadelphia,robbery,9647,6450,10236740
1986,927055,Arizona,Phoenix,robbery,2972,1417.6666666666667,7673900
1986,402204,Pennsylvania,Pittsburgh,robbery,3253,6450,10236740
1986,368439,Oregon,Portland,robbery,3887,3887,1842195
1986,588222,Maryland,Prince George's County,robbery,2116,3034.25,13228845
1986,173901,North Carolina,Raleigh,robbery,339,896.5,2568340
1986,320256,California,Sacramento,robbery,2214,5957.222222222223,40888505
1986,166182,Utah,Salt Lake City,robbery,506,506,830910
1986,879332,Texas,San Antonio,robbery,3262,4218.714285714285,26146450
1986,1011376,California,San Diego,robbery,3985,5957.222222222223,40888505
1986,750544,California,San Francisco,robbery,5085,5957.222222222223,40888505
1986,722560,California,San Jose,robbery,1126,5957.222222222223,40888505
1986,501279,Washington,Seattle,robbery,2792,2792,2506395
1986,434298,Missouri,St. Louis,robbery,3326,3384,4412675
1986,1190985,New York,Suffolk County,robbery,1188,21138.5,48870505
1986,293030,Florida,Tampa,robbery,3512,3858.2,11768690
1986,397023,Arizona,Tucson,robbery,1042,1417.6666666666667,7673900
1986,375335,Oklahoma,Tulsa,robbery,858,1171,4097270
1986,316959,Virginia,Virginia Beach,robbery,336,415.5,4877710
1986,286163,Kansas,Wichita,robbery,586,586,1430815
1987,371756,New Mexico,Albuquerque,robbery,987,987,1858780
1987,251372,Texas,Arlington,robbery,511,3967.285714285714,26591670
1987,429953,Georgia,Atlanta,robbery,5100,5100,2149765
1987,219945,Colorado,Aurora,robbery,524,1068,3647370
1987,469542,Texas,Austin,robbery,985,3967.285714285714,26591670
1987,764893,Maryland,Baltimore,robbery,7466,2521.5,13268525
1987,681068,Maryland,Baltimore County,robbery,1416,2521.5,13268525
1987,575882,Massachusetts,Boston,robbery,5408,5408,2879410
1987,325787,New York,Buffalo,robbery,1552,20675.75,49272240
1987,356596,North Carolina,Charlotte-Mecklenburg,robbery,1486,935,2696730
1987,3018338,Illinois,Chicago,robbery,29815,29815,15091690
1987,371585,Ohio,Cincinnati,robbery,1183,2529.3333333333335,7437780
1987,548171,Ohio,Cleveland,robbery,3541,2529.3333333333335,7437780
1987,567800,Ohio,Columbus,robbery,2864,2529.3333333333335,7437780
1987,1009947,Texas,Dallas,robbery,9091,3967.285714285714,26591670
1987,509529,Colorado,Denver,robbery,1612,1068,3647370
1987,1091523,Michigan,Detroit,robbery,15093,15093,5457615
1987,494954,Texas,El Paso,robbery,969,3967.285714285714,26591670
1987,690273,Virginia,Fairfax County,robbery,529,425.5,5152155
1987,432305,Texas,Fort Worth,robbery,3270,3967.285714285714,26591670
1987,291855,California,Fresno,robbery,1096,5227.111111111111,41863085
1987,832614,Hawaii,Honolulu,robbery,985,985,4163070
1987,1739999,Texas,Houston,robbery,9692,3967.285714285714,26591670
1987,478693,Indiana,Indianapolis,robbery,1334,1334,2393465
1987,629887,Florida,Jacksonville,robbery,3876,3955.2,11886105
1987,444382,Missouri,Kansas City,robbery,3279,3287.5,4368980
1987,481393,Nevada,Las Vegas,robbery,1837,1837,2406965
1987,406297,California,Long Beach,robbery,2467,5227.111111111111,41863085
1987,3341726,California,Los Angeles,robbery,26192,5227.111111111111,41863085
1987,1096165,California,Los Angeles County,robbery,3222,5227.111111111111,41863085
1987,659720,Tennessee,Memphis,robbery,4696,3523,5734085
1987,262428,Arizona,Mesa,robbery,222,1140,7850755
1987,385089,Florida,Miami,robbery,5594,3955.2,11886105
1987,926139,Florida,Miami-Dade County,robbery,5850,3955.2,11886105
1987,607885,Wisconsin,Milwaukee,robbery,1984,1984,3039425
1987,359371,Minnesota,Minneapolis,robbery,2866,2866,1796855
1987,617920,Maryland,Montgomery County,robbery,683,2521.5,13268525
1987,487097,Tennessee,Nashville,robbery,2350,3523,5734085
1987,1052414,New York,Nassau County,robbery,1010,20675.75,49272240
1987,549536,Louisiana,New Orleans,robbery,3786,3786,2747680
1987,7284319,New York,New York City,robbery,78890,20675.75,49272240
1987,318402,New Jersey,Newark,robbery,4230,4230,1592010
1987,365983,California,Oakland,robbery,3176,5227.111111111111,41863085
1987,441408,Oklahoma,Oklahoma City,robbery,1322,1198,4056845
1987,150250,Florida,Orlando,robbery,1029,3955.2,11886105
1987,1649364,Pennsylvania,Philadelphia,robbery,9302,6068,10191895
1987,933177,Arizona,Phoenix,robbery,2287,1140,7850755
1987,389015,Pennsylvania,Pittsburgh,robbery,2834,6068,10191895
1987,390845,Oregon,Portland,robbery,3667,3667,1954225
1987,589824,Maryland,Prince George's County,robbery,521,2521.5,13268525
1987,182750,North Carolina,Raleigh,robbery,384,935,2696730
1987,331728,California,Sacramento,robbery,1841,5227.111111111111,41863085
1987,159839,Utah,Salt Lake City,robbery,482,482,799195
1987,920215,Texas,San Antonio,robbery,3253,3967.285714285714,26591670
1987,1040851,California,San Diego,robbery,3452,5227.111111111111,41863085
1987,767933,California,San Francisco,robbery,4654,5227.111111111111,41863085
1987,730079,California,San Jose,robbery,944,5227.111111111111,41863085
1987,494426,Washington,Seattle,robbery,2959,2959,2472130
1987,429414,Missouri,St. Louis,robbery,3296,3287.5,4368980
1987,1191928,New York,Suffolk County,robbery,1251,20675.75,49272240
1987,285856,Florida,Tampa,robbery,3427,3955.2,11886105
1987,374546,Arizona,Tucson,robbery,911,1140,7850755
1987,369961,Oklahoma,Tulsa,robbery,1074,1198,4056845
1987,340158,Virginia,Virginia Beach,robbery,322,425.5,5152155
1987,290702,Kansas,Wichita,robbery,591,591,1453510
1988,378176,New Mexico,Albuquerque,robbery,928,928,1890880
1988,251712,Texas,Arlington,robbery,568,4049.1428571428573,26662680
1988,444995,Georgia,Atlanta,robbery,5972,5972,2224975
1988,219404,Colorado,Aurora,robbery,462,927.5,3599795
1988,467423,Texas,Austin,robbery,1018,4049.1428571428573,26662680
1988,763880,Maryland,Baltimore,robbery,7396,3094.5,13736265
1988,692703,Maryland,Baltimore County,robbery,1656,3094.5,13736265
1988,579921,Massachusetts,Boston,robbery,5233,5233,2899605
1988,323714,New York,Buffalo,robbery,1774,22623.5,49569510
1988,370492,North Carolina,Charlotte-Mecklenburg,robbery,1933,1134,2794e3
1988,2994100,Illinois,Chicago,robbery,28975,28975,14970500
1988,377783,Ohio,Cincinnati,robbery,1211,2678,7553630
1988,544515,Ohio,Cleveland,robbery,3795,2678,7553630
1988,588428,Ohio,Columbus,robbery,3028,2678,7553630
1988,1017818,Texas,Dallas,robbery,9647,4049.1428571428573,26662680
1988,500555,Colorado,Denver,robbery,1393,927.5,3599795
1988,1086714,Michigan,Detroit,robbery,12978,12978,5433570
1988,501544,Texas,El Paso,robbery,1088,4049.1428571428573,26662680
1988,714952,Virginia,Fairfax County,robbery,548,437.5,5352570
1988,432889,Texas,Fort Worth,robbery,3115,4049.1428571428573,26662680
1988,294695,California,Fresno,robbery,1393,5244.777777777777,42471965
1988,838656,Hawaii,Honolulu,robbery,833,833,4193280
1988,1725421,Texas,Houston,robbery,10049,4049.1428571428573,26662680
1988,483187,Indiana,Indianapolis,robbery,1464,1464,2415935
1988,447461,Missouri,Kansas City,robbery,3479,3403,4363240
1988,510941,Nevada,Las Vegas,robbery,1887,1887,2554705
1988,413667,California,Long Beach,robbery,2646,5244.777777777777,42471965
1988,3402342,California,Los Angeles,robbery,26182,5244.777777777777,42471965
1988,1116009,California,Los Angeles County,robbery,3210,5244.777777777777,42471965
1988,668935,Tennessee,Memphis,robbery,4462,3208,5858470
1988,267642,Arizona,Mesa,robbery,261,1182.3333333333333,8012665
1988,389720,Florida,Miami,robbery,6398,4462,7413355
1988,937278,Florida,Miami-Dade County,robbery,5759,4462,7413355
1988,611140,Wisconsin,Milwaukee,robbery,2111,2111,3055700
1988,364745,Minnesota,Minneapolis,robbery,2565,2565,1823725
1988,691815,Maryland,Montgomery County,robbery,782,3094.5,13736265
1988,502759,Tennessee,Nashville,robbery,1954,3208,5858470
1988,1048192,New York,Nassau County,robbery,1032,22623.5,49569510
1988,538047,Louisiana,New Orleans,robbery,4729,4729,2690235
1988,7346352,New York,New York City,robbery,86578,22623.5,49569510
1988,319191,New Jersey,Newark,robbery,4424,4424,1595955
1988,367782,California,Oakland,robbery,3141,5244.777777777777,42471965
1988,440136,Oklahoma,Oklahoma City,robbery,1365,1186.5,4068690
1988,155673,Florida,Orlando,robbery,1229,4462,7413355
1988,1657285,Pennsylvania,Philadelphia,robbery,8858,5697.5,10222375
1988,951717,Arizona,Phoenix,robbery,2518,1182.3333333333333,8012665
1988,387190,Pennsylvania,Pittsburgh,robbery,2537,5697.5,10222375
1988,387659,Oregon,Portland,robbery,3632,3632,1938295
1988,598855,Maryland,Prince George's County,robbery,2544,3094.5,13736265
1988,188308,North Carolina,Raleigh,robbery,335,1134,2794e3
1988,340483,California,Sacramento,robbery,1612,5244.777777777777,42471965
1988,162005,Utah,Salt Lake City,robbery,487,487,810025
1988,935729,Texas,San Antonio,robbery,2859,4049.1428571428573,26662680
1988,1073466,California,San Diego,robbery,3204,5244.777777777777,42471965
1988,753927,California,San Francisco,robbery,4867,5244.777777777777,42471965
1988,732022,California,San Jose,robbery,948,5244.777777777777,42471965
1988,505380,Washington,Seattle,robbery,2709,2709,2526900
1988,425187,Missouri,St. Louis,robbery,3327,3403,4363240
1988,1195644,New York,Suffolk County,robbery,1110,22623.5,49569510
1988,383174,Arizona,Tucson,robbery,768,1182.3333333333333,8012665
1988,373602,Oklahoma,Tulsa,robbery,1008,1186.5,4068690
1988,355562,Virginia,Virginia Beach,robbery,327,437.5,5352570
1988,292733,Kansas,Wichita,robbery,628,628,1463665
1989,384801,New Mexico,Albuquerque,robbery,1032,1032,1924005
1989,259796,Texas,Arlington,robbery,552,3886.714285714286,26671505
1989,426482,Georgia,Atlanta,robbery,6796,6796,2132410
1989,219780,Colorado,Aurora,robbery,378,822.5,3571845
1989,468907,Texas,Austin,robbery,1019,3886.714285714286,26671505
1989,763138,Maryland,Baltimore,robbery,7966,3436.5,13888980
1989,700068,Maryland,Baltimore County,robbery,1804,3436.5,13888980
1989,580095,Massachusetts,Boston,robbery,5866,5866,2900475
1989,314284,New York,Buffalo,robbery,1829,24363.5,49623260
1989,372612,North Carolina,Charlotte-Mecklenburg,robbery,2369,1374.5,2808720
1989,2988260,Illinois,Chicago,robbery,31588,31588,14941300
1989,372282,Ohio,Cincinnati,robbery,1428,2866.6666666666665,7342645
1989,523906,Ohio,Cleveland,robbery,4045,2866.6666666666665,7342645
1989,572341,Ohio,Columbus,robbery,3127,2866.6666666666665,7342645
1989,996320,Texas,Dallas,robbery,9442,3886.714285714286,26671505
1989,494589,Colorado,Denver,robbery,1267,822.5,3571845
1989,1039599,Michigan,Detroit,robbery,11902,11902,5197995
1989,515607,Texas,El Paso,robbery,1139,3886.714285714286,26671505
1989,742741,Virginia,Fairfax County,robbery,528,423,5565285
1989,430481,Texas,Fort Worth,robbery,2525,3886.714285714286,26671505
1989,315218,California,Fresno,robbery,1525,6096.333333333333,42749855
1989,848959,Hawaii,Honolulu,robbery,809,809,4244795
1989,1713499,Texas,Houston,robbery,9820,3886.714285714286,26671505
1989,484056,Indiana,Indianapolis,robbery,1806,1806,2420280
1989,654737,Florida,Jacksonville,robbery,3940,4686.4,12291940
1989,440435,Missouri,Kansas City,robbery,3824,4022,4227505
1989,536148,Nevada,Las Vegas,robbery,2046,2046,2680740
1989,426025,California,Long Beach,robbery,3763,6096.333333333333,42749855
1989,3441449,California,Los Angeles,robbery,31063,6096.333333333333,42749855
1989,1046235,California,Los Angeles County,robbery,4053,6096.333333333333,42749855
1989,651081,Tennessee,Memphis,robbery,3781,2694.5,5762395
1989,285883,Arizona,Mesa,robbery,213,1171.3333333333333,8105750
1989,381206,Florida,Miami,robbery,7289,4686.4,12291940
1989,972785,Florida,Miami-Dade County,robbery,7877,4686.4,12291940
1989,600898,Wisconsin,Milwaukee,robbery,2415,2415,3004490
1989,348384,Minnesota,Minneapolis,robbery,2524,2524,1741920
1989,705979,Maryland,Montgomery County,robbery,835,3436.5,13888980
1989,501398,Tennessee,Nashville,robbery,1608,2694.5,5762395
1989,1046197,New York,Nassau County,robbery,962,24363.5,49623260
1989,528589,Louisiana,New Orleans,robbery,5449,5449,2642945
1989,7369454,New York,New York City,robbery,93377,24363.5,49623260
1989,313839,New Jersey,Newark,robbery,5310,5310,1569195
1989,366305,California,Oakland,robbery,3224,6096.333333333333,42749855
1989,431982,Oklahoma,Oklahoma City,robbery,1617,1516.5,3991395
1989,160197,Florida,Orlando,robbery,1189,4686.4,12291940
1989,1652188,Pennsylvania,Philadelphia,robbery,10233,6352,10143e3
1989,941948,Arizona,Phoenix,robbery,2615,1171.3333333333333,8105750
1989,376412,Pennsylvania,Pittsburgh,robbery,2471,6352,10143e3
1989,425788,Oregon,Portland,robbery,2667,2667,2128940
1989,608611,Maryland,Prince George's County,robbery,3141,3436.5,13888980
1989,189132,North Carolina,Raleigh,robbery,380,1374.5,2808720
1989,347172,California,Sacramento,robbery,1654,6096.333333333333,42749855
1989,154304,Utah,Salt Lake City,robbery,484,484,771520
1989,949691,Texas,San Antonio,robbery,2710,3886.714285714286,26671505
1989,1098639,California,San Diego,robbery,3585,6096.333333333333,42749855
1989,750964,California,San Francisco,robbery,5005,6096.333333333333,42749855
1989,757964,California,San Jose,robbery,995,6096.333333333333,42749855
1989,514398,Washington,Seattle,robbery,2448,2448,2571990
1989,405066,Missouri,St. Louis,robbery,4220,4022,4227505
1989,1194717,New York,Suffolk County,robbery,1286,24363.5,49623260
1989,289463,Florida,Tampa,robbery,3137,4686.4,12291940
1989,393319,Arizona,Tucson,robbery,686,1171.3333333333333,8105750
1989,366297,Oklahoma,Tulsa,robbery,1416,1516.5,3991395
1989,370316,Virginia,Virginia Beach,robbery,318,423,5565285
1989,297391,Kansas,Wichita,robbery,970,970,1486955
1990,384736,New Mexico,Albuquerque,robbery,1030,1030,1923680
1990,261721,Texas,Arlington,robbery,586,4654.142857142857,26318335
1990,394017,Georgia,Atlanta,robbery,6109,6109,1970085
1990,222103,Colorado,Aurora,robbery,397,854.5,3448565
1990,465622,Texas,Austin,robbery,1461,4654.142857142857,26318335
1990,736014,Maryland,Baltimore,robbery,9477,3899.25,13932970
1990,692134,Maryland,Baltimore County,robbery,1707,3899.25,13932970
1990,574283,Massachusetts,Boston,robbery,6022,6022,2871415
1990,328123,New York,Buffalo,robbery,2172,26221.25,49252910
1990,395934,North Carolina,Charlotte-Mecklenburg,robbery,3208,1798,3019425
1990,2783726,Illinois,Chicago,robbery,37156,37156,13918630
1990,364040,Ohio,Cincinnati,robbery,1613,3357,7512830
1990,505616,Ohio,Cleveland,robbery,4917,3357,7512830
1990,632910,Ohio,Columbus,robbery,3541,3357,7512830
1990,1006877,Texas,Dallas,robbery,10565,4654.142857142857,26318335
1990,467610,Colorado,Denver,robbery,1312,854.5,3448565
1990,1027974,Michigan,Detroit,robbery,13010,13010,5139870
1990,515342,Texas,El Paso,robbery,1381,4654.142857142857,26318335
1990,787593,Virginia,Fairfax County,robbery,490,457,5903310
1990,447619,Texas,Fort Worth,robbery,2801,4654.142857142857,26318335
1990,354202,California,Fresno,robbery,1592,7109.444444444444,42990080
1990,836231,Hawaii,Honolulu,robbery,889,889,4181155
1990,1630553,Texas,Houston,robbery,12921,4654.142857142857,26318335
1990,483549,Indiana,Indianapolis,robbery,1642,1642,2417745
1990,636680,Florida,Jacksonville,robbery,3963,5023,12384120
1990,434711,Missouri,Kansas City,robbery,4492,4600,4156980
1990,616243,Nevada,Las Vegas,robbery,2229,2229,3081215
1990,429433,California,Long Beach,robbery,4193,7109.444444444444,42990080
1990,3485398,California,Los Angeles,robbery,36098,7109.444444444444,42990080
1990,970620,California,Los Angeles County,robbery,4664,7109.444444444444,42990080
1990,610337,Tennessee,Memphis,robbery,4152,3158,5549510
1990,288091,Arizona,Mesa,robbery,275,1520,8384420
1990,358548,Florida,Miami,robbery,8172,5023,12384120
1990,1036888,Florida,Miami-Dade County,robbery,8368,5023,12384120
1990,628100,Wisconsin,Milwaukee,robbery,4146,4146,3140500
1990,368383,Minnesota,Minneapolis,robbery,2558,2558,1841915
1990,744830,Maryland,Montgomery County,robbery,807,3899.25,13932970
1990,499565,Tennessee,Nashville,robbery,2164,3158,5549510
1990,1009921,New York,Nassau County,robbery,1014,26221.25,49252910
1990,496938,Louisiana,New Orleans,robbery,6048,6048,2484690
1990,7322564,New York,New York City,robbery,100280,26221.25,49252910
1990,275221,New Jersey,Newark,robbery,6021,6021,1376105
1990,372242,California,Oakland,robbery,3230,7109.444444444444,42990080
1990,444719,Oklahoma,Oklahoma City,robbery,1398,1468.5,4060105
1990,164693,Florida,Orlando,robbery,1449,5023,12384120
1990,1585577,Pennsylvania,Philadelphia,robbery,12806,7562.5,9777280
1990,983403,Arizona,Phoenix,robbery,3383,1520,8384420
1990,369879,Pennsylvania,Pittsburgh,robbery,2319,7562.5,9777280
1990,437319,Oregon,Portland,robbery,2541,2541,2186595
1990,613616,Maryland,Prince George's County,robbery,3606,3899.25,13932970
1990,207951,North Carolina,Raleigh,robbery,388,1798,3019425
1990,369365,California,Sacramento,robbery,1790,7109.444444444444,42990080
1990,159936,Utah,Salt Lake City,robbery,539,539,799680
1990,935933,Texas,San Antonio,robbery,2864,4654.142857142857,26318335
1990,1110549,California,San Diego,robbery,4331,7109.444444444444,42990080
1990,723959,California,San Francisco,robbery,7053,7109.444444444444,42990080
1990,782248,California,San Jose,robbery,1034,7109.444444444444,42990080
1990,516259,Washington,Seattle,robbery,2695,2695,2581295
1990,396685,Missouri,St. Louis,robbery,4708,4600,4156980
1990,1189974,New York,Suffolk County,robbery,1419,26221.25,49252910
1990,280015,Florida,Tampa,robbery,3163,5023,12384120
1990,405390,Arizona,Tucson,robbery,902,1520,8384420
1990,367302,Oklahoma,Tulsa,robbery,1539,1468.5,4060105
1990,393069,Virginia,Virginia Beach,robbery,424,457,5903310
1990,304011,Kansas,Wichita,robbery,1079,1079,1520055
1991,393148,New Mexico,Albuquerque,robbery,1307,1307,1965740
1991,267306,Texas,Arlington,robbery,700,5154.285714285715,26881985
1991,403085,Georgia,Atlanta,robbery,6479,6479,2015425
1991,227670,Colorado,Aurora,robbery,564,1099.5,3535690
1991,475558,Texas,Austin,robbery,1555,5154.285714285715,26881985
1991,748099,Maryland,Baltimore,robbery,10770,4421,14155775
1991,703563,Maryland,Baltimore County,robbery,2139,4421,14155775
1991,572454,Massachusetts,Boston,robbery,4784,4784,2862270
1991,329353,New York,Buffalo,robbery,2705,26020.25,49437600
1991,402618,North Carolina,Charlotte-Mecklenburg,robbery,2899,1775.5,3069840
1991,2811478,Illinois,Chicago,robbery,43783,43783,14057390
1991,367123,Ohio,Cincinnati,robbery,2315,3731.3333333333335,7577770
1991,509898,Ohio,Cleveland,robbery,5132,3731.3333333333335,7577770
1991,638533,Ohio,Columbus,robbery,3747,3731.3333333333335,7577770
1991,1028362,Texas,Dallas,robbery,11254,5154.285714285715,26881985
1991,479468,Colorado,Denver,robbery,1635,1099.5,3535690
1991,1036246,Michigan,Detroit,robbery,13569,13569,5181230
1991,526339,Texas,El Paso,robbery,1484,5154.285714285715,26881985
1991,800147,Virginia,Fairfax County,robbery,477,494.5,5997405
1991,457171,Texas,Fort Worth,robbery,3426,5154.285714285715,26881985
1991,361580,California,Fresno,robbery,2182,7827.777777777777,43887135
1991,856432,Hawaii,Honolulu,robbery,860,860,4282160
1991,1665756,Texas,Houston,robbery,13883,5154.285714285715,26881985
1991,489392,Indiana,Indianapolis,robbery,2001,2001,2446960
1991,653515,Florida,Jacksonville,robbery,3846,4945.4,12709435
1991,438188,Missouri,Kansas City,robbery,4955,5124.5,4190230
1991,656391,Nevada,Las Vegas,robbery,3193,3193,3281955
1991,438378,California,Long Beach,robbery,4071,7827.777777777777,43887135
1991,3558316,California,Los Angeles,robbery,39778,7827.777777777777,43887135
1991,990838,California,Los Angeles County,robbery,4527,7827.777777777777,43887135
1991,619981,Tennessee,Memphis,robbery,4504,3576,5636545
1991,294754,Arizona,Mesa,robbery,389,1575.3333333333333,8527075
1991,367945,Florida,Miami,robbery,8477,4945.4,12709435
1991,1064064,Florida,Miami-Dade County,robbery,8635,4945.4,12709435
