year,total_pop,homs_sum,rape_sum,rob_sum,agg_ass_sum,violent_crime,months_reported,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,abb,state_name,city_name,city_state
1980,370163,36,373,2267,1241,3917,12,1058.18247636852,9.72544527681049,100.766419118064,612.432901181371,335.257710792273,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
1980,519381,16,144,798,475,1433,12,275.905356568685,3.08059016406068,27.7253114765461,153.644434432526,91.4550204955514,MD,Maryland,Montgomery County,"Montgomery County, Maryland"
1980,452025,87,295,2027,1225,3634,12,803.93783529672,19.2467230794757,65.261877108567,448.426525081577,271.0027100271,TN,Tennessee,Nashville,"Nashville, Tennessee"
1980,NA,23040,NA,NA,NA,1344520,NA,596.6,10.2,NA,NA,NA,NA,NA,National,"National, NA"
1980,557761,218,588,4647,2719,8172,12,1465.14367264832,39.0848409982053,105.421497738279,833.152551003028,487.484782908809,LA,Louisiana,New Orleans,"New Orleans, Louisiana"
1980,330104,163,546,6845,3716,11270,12,3414.07556406466,49.3783777233841,165.402418631704,2073.58892954948,1125.7058381601,NJ,New Jersey,Newark,"Newark, New Jersey"
1980,338721,132,434,4248,2722,7536,12,2224.83991249435,38.9701258557928,128.129050162228,1254.1295048137,803.611231662637,CA,California,Oakland,"Oakland, California"
1980,401577,72,337,1251,2074,3734,12,929.834128946628,17.9293136808134,83.9191487560294,311.521825204133,516.463841305653,OK,Oklahoma,Oklahoma City,"Oklahoma City, Oklahoma"
1980,127811,17,190,742,1401,2350,12,1838.65238516247,13.3008895947923,148.657001353561,580.54471054917,1096.14978366494,FL,Florida,Orlando,"Orlando, Florida"
1980,1681175,436,937,10883,5043,17299,12,1028.9827055482,25.9342424197362,55.7348283194789,647.344862967865,299.968771841123,PA,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania"
1980,772884,103,485,3037,3395,7020,12,908.286366388747,13.3267087945927,62.7519783046356,392.943831157069,439.263848132449,AZ,Arizona,Phoenix,"Phoenix, Arizona"
1980,424205,50,299,3252,1519,5120,12,1206.96361429026,11.7867540458033,70.4847891939039,766.610483139048,358.081587911505,PA,Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania"
1980,364419,46,364,2249,2298,4957,12,1360.24740751717,12.6228325087331,99.8850224604096,617.146745916102,630.592806631926,OR,Oregon,Portland,"Portland, Oregon"
1980,556147,53,383,2888,1870,5194,12,933.92574265437,9.52985451688133,68.8666845276519,519.287166882137,336.2420367277,MD,Maryland,Prince George's County,"Prince George's County, Maryland"
1980,274547,45,217,1604,1355,3221,12,1173.20531639391,16.3906362116505,79.0392901761811,584.235121855274,493.540268150808,CA,California,Sacramento,"Sacramento, California"
1980,162985,16,140,528,448,1132,12,694.542442556063,9.81685431174648,85.8974752277817,323.956192287634,274.871920728901,UT,Utah,Salt Lake City,"Salt Lake City, Utah"
1980,788049,164,362,1742,1997,4265,12,541.210000900959,20.8108886630146,45.9362298537274,221.052244213241,253.410638170977,TX,Texas,San Antonio,"San Antonio, Texas"
1980,874826,103,362,2986,2738,6189,12,707.45496818796,11.7737698696655,41.3796572118341,341.325017774963,312.976523331497,CA,California,San Diego,"San Diego, California"
1980,674150,110,759,7527,4314,12710,12,1885.33709115182,16.3168434324705,112.586219684047,1116.51709560187,639.916932433435,CA,California,San Francisco,"San Francisco, California"
1980,628106,62,479,1714,1533,3788,12,603.082919125116,9.87094534998869,76.2610132684611,272.883876288397,244.067084218269,CA,California,San Jose,"San Jose, California"
1980,450790,225,392,5938,4428,10983,12,2436.38944963287,49.9123760509328,86.9584507198474,1317.24306217973,982.275560682358,MO,Missouri,St. Louis,"St. Louis, Missouri"
1980,268709,44,348,1877,2820,5089,12,1893.87032068148,16.3745911004097,129.508129612332,698.52517035157,1049.46242961717,FL,Florida,Tampa,"Tampa, Florida"
1980,331506,38,174,655,1717,2584,12,779.47307137729,11.4628392849602,52.4877377785017,197.583150832866,517.939343480963,AZ,Arizona,Tucson,"Tucson, Arizona"
1980,355766,36,251,798,1630,2715,12,763.142065290106,10.1190108104765,70.5519920397115,224.30473963223,458.166322807688,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
1980,635233,200,439,8897,3236,12772,12,2010.60083465437,31.484510407992,69.1085003455425,1400.58844549953,509.419378401311,DC,NA,Washington,"Washington, NA"
1980,279352,32,202,826,763,1823,12,652.581689051806,11.4550817606461,72.3102036140783,295.684297946677,273.132105730405,KS,Kansas,Wichita,"Wichita, Kansas"
1981,336840,45,213,1107,1620,2985,12,886.177413608835,13.3594584966156,63.2347702173139,328.642679016744,480.940505878162,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
1981,167848,12,102,212,373,699,12,416.448215051713,7.14932558028693,60.7692674324389,126.304751918402,222.224870120585,TX,Texas,Arlington,"Arlington, Texas"
1981,435626,181,644,4537,5246,10608,12,2435.11636128238,41.5494024690905,147.833233094443,1041.48971824455,1204.2440074743,GA,Georgia,Atlanta,"Atlanta, Georgia"
1981,162900,10,76,359,992,1437,12,882.136279926335,6.13873542050338,46.6543891958257,220.380601596071,608.962553713935,CO,Colorado,Aurora,"Aurora, Colorado"
1981,357607,39,263,669,574,1545,12,432.038522735852,10.905826787507,73.5444216695982,187.076874893389,160.511399385359,TX,Texas,Austin,"Austin, Texas"
1981,797429,228,565,10715,6229,17737,12,2224.27325818349,28.5918871774164,70.8527028738609,1343.69329432464,781.135373807574,MD,Maryland,Baltimore,"Baltimore, Maryland"
1981,662025,32,191,1394,4510,6127,12,925.493750236018,4.8336543181904,28.850874211699,210.566066236169,681.24315546996,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
1981,3012703,877,1255,16118,7359,25609,12,850.03400600723,29.1100715868773,41.6569439470137,535.001292858938,244.265697614401,IL,Illinois,Chicago,"Chicago, Illinois"
1981,383441,43,289,1756,1804,3892,12,1015.0192598079,11.2142415651952,75.3701351707303,457.958329964714,470.476553107258,OH,Ohio,Cincinnati,"Cincinnati, Ohio"
1981,573145,233,621,7821,3754,12429,12,2168.56118434253,40.6528888850116,108.349545054044,1364.57615437629,654.982596027183,OH,Ohio,Cleveland,"Cleveland, Ohio"
1981,562896,91,396,3356,1420,5263,12,934.986214149683,16.1663966345471,70.3504732668202,596.202495665274,252.266848583042,OH,Ohio,Columbus,"Columbus, Ohio"
1981,937273,298,1121,5402,5928,12749,12,1360.222688587,31.7943651422798,119.60229303522,576.352887579179,632.473142830317,TX,Texas,Dallas,"Dallas, Texas"
1981,503695,100,471,2403,2111,5085,12,1009.5395030723,19.8532842295437,93.5089687211507,477.074420035934,419.102830085667,CO,Colorado,Denver,"Denver, Colorado"
1981,442677,35,205,871,2399,3510,12,792.903177711966,7.90644194299681,46.3091599518385,196.757455210006,541.930120607124,TX,Texas,El Paso,"El Paso, Texas"
1981,398482,113,435,2312,2086,4946,12,1241.21039344312,28.3576171571112,109.164278436667,580.20186608178,523.486631767558,TX,Texas,Fort Worth,"Fort Worth, Texas"
1981,221129,33,155,1102,868,2158,12,975.900944697439,14.9234157437514,70.0948315236807,498.351640897395,392.531056532612,CA,California,Fresno,"Fresno, California"
1981,1621897,497,967,6893,1917,10274,9,633.455761987352,30.6431296192052,59.6215419351537,424.996161901773,118.19492853122,TX,Texas,Houston,"Houston, Texas"
1981,461820,65,400,2194,1880,4539,12,982.850461218657,14.0747477372136,86.613832229007,475.076869776103,407.085011476333,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
1981,575157,89,410,2340,2795,5634,12,979.558624862429,15.4740357850117,71.2848839534249,406.845435246376,485.954269877616,FL,Florida,Jacksonville,"Jacksonville, Florida"
1981,450211,115,429,3235,3935,7714,12,1713.4188191759,25.5435784554353,95.2886535424501,718.551967855072,874.03461932294,MO,Missouri,Kansas City,"Kansas City, Missouri"
1981,406915,106,310,2778,1454,4648,12,1142.25329614293,26.0496663922441,76.182986618827,682.697860732585,357.322782399273,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
1981,366405,74,307,2928,1270,4579,12,1249.71002033269,20.1962309466301,83.787066224533,799.115732590985,346.610990570544,CA,California,Long Beach,"Long Beach, California"
1981,3031090,879,2666,28152,21121,52818,12,1742.54146198232,28.9994688379428,87.9551580454556,928.774797185171,696.812037913754,CA,California,Los Angeles,"Los Angeles, California"
1981,1047260,183,664,4256,6956,12059,12,1151.48100758169,17.4741706930466,63.4035483070107,406.393827702767,664.209460878865,CA,California,Los Angeles County,"Los Angeles County, California"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY,Kentucky,Louisville,"Louisville, Kentucky"
1981,654096,133,760,4092,2071,7056,12,1078.74073530491,20.3334067170568,116.190895526039,625.596242753357,316.620190308456,TN,Tennessee,Memphis,"Memphis, Tennessee"
1981,153941,1,51,143,546,741,12,481.353245724011,0.649599521894752,33.1295756166323,92.8927316309495,354.681338954535,AZ,Arizona,Mesa,"Mesa, Arizona"
1981,356734,210,382,6196,4423,11211,12,3142.67773747386,58.8673913896629,107.082588146911,1736.86836690643,1239.85939103085,FL,Florida,Miami,"Miami, Florida"
1981,822971,254,570,5526,6405,12755,12,1549.87235273175,30.8637849936389,69.2612497888747,671.469590058459,778.277727890776,FL,Florida,Miami-Dade County,"Miami-Dade County, Florida"
1981,641715,71,290,1806,1257,3424,12,533.570198608416,11.0641016650694,45.1914011671848,281.433346579089,195.881349197073,WI,Wisconsin,Milwaukee,"Milwaukee, Wisconsin"
1981,372784,28,367,2296,1192,3883,12,1041.62195802395,7.51105197647968,98.4484312631443,615.906262071334,319.756212712992,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
1981,527903,12,156,872,676,1716,12,325.059717410206,2.27314487699445,29.5508834009278,165.181861061597,128.053828070687,MD,Maryland,Montgomery County,"Montgomery County, Maryland"
1981,458430,79,363,1594,1051,3087,12,673.385249656436,17.2327290971359,79.1832995222826,347.708483301704,229.260737735314,TN,Tennessee,Nashville,"Nashville, Tennessee"
1981,NA,22520,NA,NA,NA,1361820,NA,593.5,9.8,NA,NA,NA,NA,NA,National,"National, NA"
1981,571771,217,453,4950,2501,8121,12,1420.32387092035,37.9522571099269,79.227522906898,865.731210572065,437.412880331461,LA,Louisiana,New Orleans,"New Orleans, Louisiana"
1981,332746,161,598,7778,3783,12320,12,3702.52384701845,48.3852548189911,179.716660756253,2337.51870796343,1136.90322347977,NJ,New Jersey,Newark,"Newark, New Jersey"
1981,347736,118,430,3836,2652,7036,12,2023.37405387995,33.9337888513125,123.657027170037,1103.13571214945,762.647525709159,CA,California,Oakland,"Oakland, California"
1981,414523,65,336,1491,2236,4128,12,995.843415202534,15.6806739312415,81.0570221676481,359.690535868939,539.415183234706,OK,Oklahoma,Oklahoma City,"Oklahoma City, Oklahoma"
1981,135812,25,154,885,1309,2373,12,1747.26828262598,18.4077990162872,113.392041940329,651.636085176568,963.832356492799,FL,Florida,Orlando,"Orlando, Florida"
1981,1686834,362,936,10816,5502,17616,12,1044.32327069528,21.4603215254139,55.4885661541088,641.201208891924,326.173174123832,PA,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania"
1981,794983,96,408,2696,3119,6319,12,794.859764296847,12.0757299212688,51.3218521653922,339.126748622298,392.335433587888,AZ,Arizona,Phoenix,"Phoenix, Arizona"
1981,425632,49,213,4288,1433,5983,12,1405.67438538456,11.512292308849,50.0432298323434,1007.44304939478,336.675813848583,PA,Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania"
1981,369518,38,403,3072,2939,6452,12,1746.05837875286,10.2836668308445,109.060992969219,831.353276430377,795.360442522421,OR,Oregon,Portland,"Portland, Oregon"
1981,564424,58,371,3345,1797,5571,12,987.023939449775,10.2759627514067,65.730727254688,592.639575921648,318.377673522033,MD,Maryland,Prince George's County,"Prince George's County, Maryland"
1981,281854,53,228,1833,1421,3535,12,1254.19543451574,18.8040616773223,80.8929445741412,650.336699142109,504.16172912217,CA,California,Sacramento,"Sacramento, California"
1981,169383,14,137,587,530,1268,12,748.599328149814,8.26529226663833,80.8817886092465,346.551897179764,312.900350094165,UT,Utah,Salt Lake City,"Salt Lake City, Utah"
1981,820591,185,376,1835,2255,4651,12,566.786620862281,22.5447269102391,45.8206341527021,223.619318271831,274.801941527509,TX,Texas,San Antonio,"San Antonio, Texas"
1981,898109,94,559,3323,2618,6594,12,734.209322031067,10.4664355885533,62.2418882340562,369.999632561304,291.501365647154,CA,California,San Diego,"San Diego, California"
1981,692092,126,672,7386,3827,12011,12,1735.46291533496,18.2056720782786,97.0969177508193,1067.19915849338,552.961167012478,CA,California,San Francisco,"San Francisco, California"
1981,644823,68,465,2070,1519,4122,12,639.24518821444,10.5455295484187,72.1128123531574,321.018325959217,235.568520353647,CA,California,San Jose,"San Jose, California"
1981,454166,265,413,5365,4321,10364,12,2281.9850010789,58.3487095026928,90.9359133004232,1181.28613766772,951.41424060806,MO,Missouri,St. Louis,"St. Louis, Missouri"
1981,285530,69,409,2314,2882,5674,12,1987.18173221728,24.1655868034882,143.242391342416,810.422722656113,1009.35103141526,FL,Florida,Tampa,"Tampa, Florida"
1981,340985,28,163,872,1747,2810,12,824.083170813965,8.21150490490784,47.8026892678564,255.729724181416,512.339252459786,AZ,Arizona,Tucson,"Tucson, Arizona"
1981,367234,47,247,949,1435,2678,12,729.235310456004,12.7983792350382,67.259567469243,258.418338171302,390.75902558042,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
1981,636e3,223,414,10399,3432,14468,12,2274.8427672956,35.062893081761,65.0943396226415,1635.06289308176,539.622641509434,DC,NA,Washington,"Washington, NA"
1981,282465,43,202,816,668,1729,12,612.111235020268,15.2231249889367,71.5132848317491,288.885348627264,236.489476572319,KS,Kansas,Wichita,"Wichita, Kansas"
1982,344962,26,199,926,1508,2659,12,770.809538441915,7.53706205321166,57.6875134072738,268.435363895154,437.149599086276,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
1982,173821,7,67,191,342,607,12,349.209819296863,4.02713135927189,38.545400153031,109.883155660133,196.754132124427,TX,Texas,Arlington,"Arlington, Texas"
1982,441103,152,613,3999,5722,10486,12,2377.22255346257,34.4590719174433,138.969809772321,906.590977617473,1297.20269415533,GA,Georgia,Atlanta,"Atlanta, Georgia"
1982,167408,10,76,353,967,1406,12,839.864283666253,5.97343018254803,45.398069387365,210.862085443945,577.630698652394,CO,Colorado,Aurora,"Aurora, Colorado"
1982,370331,57,235,635,605,1532,12,413.683974606501,15.3916361309207,63.4567454520416,171.468227072538,163.367365951001,TX,Texas,Austin,"Austin, Texas"
1982,798175,227,550,9347,6559,16683,12,2090.14313903593,28.439878472766,68.9071945375388,1171.04644971341,821.749616312212,MD,Maryland,Baltimore,"Baltimore, Maryland"
1982,662646,33,165,1238,5103,6539,12,986.801399238809,4.98003458860387,24.9001729430193,186.826752142169,770.094439565017,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
1982,3010862,668,1112,16307,8317,26404,12,876.9581601548,22.1863373346238,36.9329447845833,541.60569298759,276.233185048003,IL,Illinois,Chicago,"Chicago, Illinois"
1982,383975,52,285,1589,1831,3757,12,978.449117781106,13.5425483429911,74.2235822644703,413.82902532717,476.853961846474,OH,Ohio,Cincinnati,"Cincinnati, Ohio"
1982,573944,195,628,5296,3267,9386,12,1635.35118408765,33.9754401126242,109.418340465272,922.73810685363,569.21929665612,OH,Ohio,Cleveland,"Cleveland, Ohio"
1982,563680,92,332,2507,1659,4590,12,814.291796764122,16.3213170593244,58.898665909736,444.755889866591,294.31592392847,OH,Ohio,Columbus,"Columbus, Ohio"
1982,970624,306,1105,5695,5947,13053,12,1344.80499142819,31.5261110378478,113.844289858895,586.735955426612,612.69863510484,TX,Texas,Dallas,"Dallas, Texas"
1982,517638,68,516,2386,1965,4935,12,953.368956684015,13.1365935267504,99.6835626441645,460.939884629799,379.608915883301,CO,Colorado,Denver,"Denver, Colorado"
1982,458429,41,219,932,2730,3922,12,855.530518357259,8.94358777476992,47.7718468945027,203.303019660624,595.512064027363,TX,Texas,El Paso,"El Paso, Texas"
1982,412661,103,470,2233,2095,4901,12,1187.65766573531,24.959955023615,113.89494039902,541.122131725557,507.680638587121,TX,Texas,Fort Worth,"Fort Worth, Texas"
1982,226300,33,155,1212,782,2182,12,964.206805125939,14.5824127264693,68.4931506849315,535.57224922669,345.558992487848,CA,California,Fresno,"Fresno, California"
1982,1679607,678,1270,12392,3461,17801,12,1059.83125814551,40.3665857548819,75.6129261190267,737.791638162975,206.060108108623,TX,Texas,Houston,"Houston, Texas"
1982,462657,69,387,1993,1892,4341,12,938.276087900972,14.9138562693313,83.647280814945,430.772689054743,408.942261761953,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
1982,590957,83,422,2152,2986,5643,12,954.891811079317,14.0450151195434,71.4095949451483,364.15509081033,505.282110204296,FL,Florida,Jacksonville,"Jacksonville, Florida"
1982,451397,93,376,2756,3504,6729,12,1490.70552086079,20.6027067082856,83.2969647560795,610.549028903604,776.256820492826,MO,Missouri,Kansas City,"Kansas City, Missouri"
1982,424252,88,286,2739,1357,4470,12,1053.61907545515,20.7423889575064,67.4127641118958,645.606856302386,319.857066083366,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
1982,374974,68,277,2878,1275,4498,12,1199.54983545526,18.1345906649528,73.8717884439988,767.519881378442,340.023574967864,CA,California,Long Beach,"Long Beach, California"
1982,3101979,849,2706,30029,20373,53957,12,1739.43795235235,27.3696243591591,87.2346331164718,968.05942271047,656.774272166253,CA,California,Los Angeles,"Los Angeles, California"
1982,1071752,158,649,4092,6971,11870,12,1107.53233957109,14.7422164829177,60.5550537810986,381.804745874045,650.430323433033,CA,California,Los Angeles County,"Los Angeles County, California"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY,Kentucky,Louisville,"Louisville, Kentucky"
1982,659913,122,713,4404,2370,7609,12,1153.03077829956,18.4872854452026,108.044545265815,667.360697546495,359.138250042051,TN,Tennessee,Memphis,"Memphis, Tennessee"
1982,157634,3,40,129,533,705,12,447.238539908903,1.90314272301661,25.3752363068881,81.8351370897142,338.125023789284,AZ,Arizona,Mesa,"Mesa, Arizona"
1982,365506,190,349,5123,4301,9963,12,2725.81024661702,51.982730789645,95.4840686609796,1401.6185780808,1176.7248690856,FL,Florida,Miami,"Miami, Florida"
1982,843210,216,492,5131,6249,12088,12,1433.56933622704,25.6163944924752,58.348454121749,608.507963615232,741.096523997581,FL,Florida,Miami-Dade County,"Miami-Dade County, Florida"
1982,645231,62,194,2087,1250,3593,12,556.85483183542,9.60896175168273,30.0667512875234,323.450051221965,193.729067574249,WI,Wisconsin,Milwaukee,"Milwaukee, Wisconsin"
1982,376704,36,314,2583,1314,4247,12,1127.41038056405,9.5565749235474,83.3545701664968,685.684250764526,348.81498470948,MN,Minnesota,Minneapolis,"Minneapolis, Minnesota"
1982,528399,19,166,682,852,1719,12,325.322341639556,3.59576759229295,31.4156537010857,129.069131470726,161.241788875452,MD,Maryland,Montgomery County,"Montgomery County, Maryland"
1982,462507,67,321,1662,1198,3248,12,702.259641475697,14.4862672348743,69.4043549611141,359.345912602404,259.023106677304,TN,Tennessee,Nashville,"Nashville, Tennessee"
1982,NA,21010,NA,NA,NA,1322390,NA,570.8,9.1,NA,NA,NA,NA,NA,National,"National, NA"
1982,579338,233,488,5106,2777,8604,12,1485.1433877978,40.218318149336,84.2340740638453,881.350783135234,479.340212449382,LA,Louisiana,New Orleans,"New Orleans, Louisiana"
1982,334414,117,489,6393,3705,10704,12,3200.82293205428,34.9865735286202,146.225935517054,1911.70226126897,1107.90816173964,NJ,New Jersey,Newark,"Newark, New Jersey"
1982,355868,94,441,3194,2880,6609,12,1857.14928007014,26.4142884440298,123.922353232097,897.523800959906,809.288837434105,CA,California,Oakland,"Oakland, California"
1982,425093,89,386,1801,2010,4286,12,1008.24995942064,20.9365950509653,90.8036594345237,423.67199648077,472.837708454385,OK,Oklahoma,Oklahoma City,"Oklahoma City, Oklahoma"
1982,139152,34,160,809,1659,2662,12,1913.01598252271,24.4337127745199,114.982177762447,581.378636311372,1192.22145567437,FL,Florida,Orlando,"Orlando, Florida"
1982,1687556,332,839,10604,5736,17511,12,1037.65445413367,19.6734212079481,49.7168686550254,628.364332798438,339.899831472259,PA,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania"
1982,814054,95,431,2402,2503,5431,12,667.154758775216,11.6699874946871,52.9448906337909,295.066420655141,307.473459991598,AZ,Arizona,Phoenix,"Phoenix, Arizona"
1982,425814,51,236,3841,1263,5391,12,1266.04573828009,11.9770604066564,55.4232599209984,902.037039646418,296.608378306021,PA,Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania"
1982,369796,36,392,2811,3245,6484,12,1753.39917143506,9.73509718872027,106.00439161051,760.148838819241,877.510843816591,OR,Oregon,Portland,"Portland, Oregon"
1982,564955,67,346,2682,1958,5053,12,894.407519182944,11.8593516297758,61.2438158791408,474.728075687444,346.576275986583,MD,Maryland,Prince George's County,"Prince George's County, Maryland"
1982,288446,43,191,1543,1211,2988,12,1035.89580025377,14.9074696823669,66.216900217025,534.935481857956,419.835948496426,CA,California,Sacramento,"Sacramento, California"
1982,173630,11,124,656,488,1279,12,736.623855324541,6.33531071819386,71.4162299141853,377.814893739561,281.0574209526,UT,Utah,Salt Lake City,"Salt Lake City, Utah"
1982,849791,190,400,2195,3120,5905,12,694.876740280846,22.3584387219916,47.0703973094561,258.29880523564,367.149099013758,TX,Texas,San Antonio,"San Antonio, Texas"
1982,919113,72,428,3142,2193,5835,12,634.851209807717,7.83363960688185,46.5666354409088,341.851328400316,238.59960635961,CA,California,San Diego,"San Diego, California"
1982,708278,111,594,7153,3757,11615,12,1639.89281045013,15.6718124804102,83.8653748951683,1009.91418623761,530.441436836948,CA,California,San Francisco,"San Francisco, California"
1982,659903,37,430,1701,1448,3616,12,547.95932129419,5.6068846481983,65.1610918574397,257.765156394197,219.426188394355,CA,California,San Jose,"San Jose, California"
1982,455362,226,316,4899,4628,10069,12,2211.20778633263,49.6308431533593,69.3953382144316,1075.84734782437,1016.33425714047,MO,Missouri,St. Louis,"St. Louis, Missouri"
1982,292551,59,411,1842,3424,5736,12,1960.68377821303,20.167423799611,140.488325112544,629.633807438703,1170.39422186217,FL,Florida,Tampa,"Tampa, Florida"
1982,349165,31,236,910,1748,2925,12,837.712829178182,8.87832400154655,67.5898214311286,260.621769077657,500.62291466785,AZ,Arizona,Tucson,"Tucson, Arizona"
1982,376599,31,228,1050,1395,2704,12,718.005092950326,8.2315672638536,60.5418495535039,278.811149259557,370.420526873412,OK,Oklahoma,Tulsa,"Tulsa, Oklahoma"
1982,631e3,194,421,9137,3645,13397,12,2123.13787638669,30.7448494453249,66.7194928684628,1448.01901743265,577.654516640254,DC,NA,Washington,"Washington, NA"
1982,285665,31,197,677,790,1695,12,593.352353280941,10.851871947911,68.9618959270474,236.99088092696,276.547704479023,KS,Kansas,Wichita,"Wichita, Kansas"
1983,355163,24,206,909,1815,2954,12,831.730782767349,6.75746065890873,58.0015373222999,255.938822456168,511.032962329972,NM,New Mexico,Albuquerque,"Albuquerque, New Mexico"
1983,178871,7,75,186,317,585,12,327.05133867424,3.91343482174304,41.9296588043898,103.985553834887,177.222691213221,TX,Texas,Arlington,"Arlington, Texas"
1983,448635,141,619,3552,5014,9326,12,2078.74998606885,31.4286669564345,137.97407692222,791.734929285499,1117.6123129047,GA,Georgia,Atlanta,"Atlanta, Georgia"
1983,172575,12,65,333,1296,1706,12,988.555700420107,6.95349847892221,37.6647834274953,192.959582790091,750.977835723598,CO,Colorado,Aurora,"Aurora, Colorado"
1983,381091,58,240,665,571,1534,12,402.528529931171,15.2194620182581,62.9770842134818,174.499004174856,149.832979524576,TX,Texas,Austin,"Austin, Texas"
1983,805527,201,497,9167,6267,16132,12,2002.66409443755,24.9526086648865,61.6987388380526,1138.01275438316,777.99999255146,MD,Maryland,Baltimore,"Baltimore, Maryland"
1983,668705,34,148,1260,4570,6012,12,899.051151105495,5.08445428103573,22.1323303998026,188.423893944265,683.410472480391,MD,Maryland,Baltimore County,"Baltimore County, Maryland"
1983,3021203,729,2246,23471,13330,39776,12,1316.56164779394,24.1294610127158,74.3412475096841,776.875966295545,441.214972975997,IL,Illinois,Chicago,"Chicago, Illinois"
1983,382373,27,308,1401,1603,3339,12,873.231112029354,7.0611680218007,80.5496203968376,366.396162908992,419.224160701723,OH,Ohio,Cincinnati,"Cincinnati, Ohio"
1983,571827,148,716,4115,2819,7798,12,1363.69916076016,25.8819538077076,125.212695448099,719.623242694032,492.981268810322,OH,Ohio,Cleveland,"Cleveland, Ohio"
1983,561328,74,324,2407,1392,4197,12,747.691189464983,13.1830231166092,57.720263375424,428.804549211869,247.983353761081,OH,Ohio,Columbus,"Columbus, Ohio"
1983,998827,268,891,4914,5405,11478,12,1149.14795054599,26.8314733182022,89.204637039247,491.977089125544,541.134751062997,TX,Texas,Dallas,"Dallas, Texas"
1983,533732,78,430,1924,1947,4379,12,820.449214212376,14.6140759782063,80.5647778285731,360.480540795755,364.789819609842,CO,Colorado,Denver,"Denver, Colorado"
1983,471749,33,177,865,3200,4275,12,906.202238902467,6.99524535293133,37.5199523475408,183.360219099564,678.326822102432,TX,Texas,El Paso,"El Paso, Texas"
1983,424651,112,454,2020,2518,5104,12,1201.92817160445,26.3745993769001,106.91132247422,475.684738761948,592.957510991379,TX,Texas,Fort Worth,"Fort Worth, Texas"
1983,230418,32,172,984,725,1913,12,830.230277148487,13.8878039042089,74.6469459851227,427.049970054423,314.645557204732,CA,California,Fresno,"Fresno, California"
1983,1728783,561,1179,10270,3909,15919,12,920.821178829269,32.45057361161,68.198264328143,594.059520483485,226.112820406031,TX,Texas,Houston,"Houston, Texas"
1983,463455,56,376,1821,1886,4139,12,893.074840059984,12.0831580196567,81.1297752748379,392.918406317765,406.943500447724,IN,Indiana,Indianapolis,"Indianapolis, Indiana"
1983,605934,82,411,2288,2889,5670,12,935.745477230193,13.5328270075619,67.8291695135114,377.598880406117,476.784600303003,FL,Florida,Jacksonville,"Jacksonville, Florida"
1983,453128,106,425,2876,4045,7452,12,1644.56842216769,23.3929485708233,93.7924824773574,634.699246129129,892.683744990378,MO,Missouri,Kansas City,"Kansas City, Missouri"
1983,429080,74,244,1985,1261,3564,12,830.614337652652,17.2462011746061,56.8658525216743,462.617693670178,293.884590286194,NV,Nevada,Las Vegas,"Las Vegas, Nevada"
1983,381798,60,246,3101,1272,4679,12,1225.51715828789,15.7151163704367,64.4319771187906,812.209597745405,333.160467053259,CA,California,Long Beach,"Long Beach, California"
1983,3158688,820,2494,29243,20878,53435,12,1691.68338246766,25.9601454781226,78.9568327102898,925.795773435046,660.970630844199,CA,California,Los Angeles,"Los Angeles, California"
1983,1084868,156,581,3937,6819,11493,12,1059.39155731389,14.37962959549,53.5549025319209,362.901293060538,628.555732125936,CA,California,Los Angeles County,"Los Angeles County, California"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY,Kentucky,Louisville,"Louisville, Kentucky"
1983,664883,127,763,4493,2181,7564,12,1137.64376589565,19.1011050064447,114.757032440294,675.757990503592,328.027637945323,TN,Tennessee,Memphis,"Memphis, Tennessee"
1983,163310,8,36,150,604,798,12,488.641234462066,4.89865899210091,22.0439654644541,91.8498561018921,369.848753903619,AZ,Arizona,Mesa,"Mesa, Arizona"
1983,374769,144,365,4719,4556,9784,12,2610.67484236957,38.4236689800917,97.3933276231492,1259.17565220176,1215.68219356457,FL,Florida,Miami,"Miami, Florida"
